mouse_ens_id	mouse_gene_symbol	human_ens_id	human_gene_symbol	human_chromosome	human_gene_start_bp
ENSMUSG00000028591	Pramef12	ENSG00000270601	PRAMEF5	1	13254212
ENSMUSG00000028591	Pramef12	ENSG00000182330	PRAMEF8	1	13281035
ENSMUSG00000028591	Pramef12	ENSG00000237700	PRAMEF33	1	13303539
ENSMUSG00000028591	Pramef12	ENSG00000204501	PRAMEF15	1	13315581
ENSMUSG00000028591	Pramef12	ENSG00000204481	PRAMEF14	1	13341892
ENSMUSG00000028591	Pramef12	ENSG00000204480	PRAMEF19	1	13369067
ENSMUSG00000028591	Pramef12	ENSG00000204479	PRAMEF17	1	13389632
ENSMUSG00000028591	Pramef12	ENSG00000204478	PRAMEF20	1	13410450
ENSMUSG00000028834	Trim63	ENSG00000158022	TRIM63	1	26051301
ENSMUSG00000070720	Tmem200b	ENSG00000253304	TMEM200B	1	29119429
ENSMUSG00000040715	Rsc1a1	ENSG00000215695	RSC1A1	1	15659869
ENSMUSG00000089136	Gm24922	ENSG00000221216	RNU6ATAC27P	1	28481362
ENSMUSG00000000682	Cd52	ENSG00000169442	CD52	1	26317958
ENSMUSG00000040706	Agmat	ENSG00000116771	AGMAT	1	15571699
ENSMUSG00000089687	Rab42	ENSG00000188060	RAB42	1	28592200
ENSMUSG00000066037	Hnrnpr	ENSG00000125944	HNRNPR	1	23303771
ENSMUSG00000028878	Fam76a	ENSG00000009780	FAM76A	1	27725961
ENSMUSG00000028854	Slc9a1	ENSG00000090020	SLC9A1	1	27098809
ENSMUSG00000028795	Ccdc28b	ENSG00000160050	CCDC28B	1	32200595
ENSMUSG00000066031	Gm13023	ENSG00000279169	PRAMEF13	1	13196188
ENSMUSG00000066031	Gm13023	ENSG00000279804	PRAMEF18	1	13222705
ENSMUSG00000066031	Gm13023	ENSG00000270601	PRAMEF5	1	13254212
ENSMUSG00000066031	Gm13023	ENSG00000182330	PRAMEF8	1	13281035
ENSMUSG00000066031	Gm13023	ENSG00000237700	PRAMEF33	1	13303539
ENSMUSG00000066031	Gm13023	ENSG00000204501	PRAMEF15	1	13315581
ENSMUSG00000066031	Gm13023	ENSG00000204481	PRAMEF14	1	13341892
ENSMUSG00000066031	Gm13023	ENSG00000204480	PRAMEF19	1	13369067
ENSMUSG00000066031	Gm13023	ENSG00000204479	PRAMEF17	1	13389632
ENSMUSG00000066031	Gm13023	ENSG00000204478	PRAMEF20	1	13410450
ENSMUSG00000028896	Rcc1	ENSG00000180198	RCC1	1	28505943
ENSMUSG00000070618	BC080695	ENSG00000279169	PRAMEF13	1	13196188
ENSMUSG00000070618	BC080695	ENSG00000279804	PRAMEF18	1	13222705
ENSMUSG00000070618	BC080695	ENSG00000270601	PRAMEF5	1	13254212
ENSMUSG00000070618	BC080695	ENSG00000182330	PRAMEF8	1	13281035
ENSMUSG00000070618	BC080695	ENSG00000237700	PRAMEF33	1	13303539
ENSMUSG00000070618	BC080695	ENSG00000204501	PRAMEF15	1	13315581
ENSMUSG00000070618	BC080695	ENSG00000204481	PRAMEF14	1	13341892
ENSMUSG00000070618	BC080695	ENSG00000204480	PRAMEF19	1	13369067
ENSMUSG00000070618	BC080695	ENSG00000204479	PRAMEF17	1	13389632
ENSMUSG00000070618	BC080695	ENSG00000204478	PRAMEF20	1	13410450
ENSMUSG00000028675	Pnrc2	ENSG00000189266	PNRC2	1	23956839
ENSMUSG00000040860	Crocc	ENSG00000058453	CROCC	1	16740273
ENSMUSG00000033770	Clcnka	ENSG00000186510	CLCNKA	1	16018875
ENSMUSG00000033770	Clcnka	ENSG00000184908	CLCNKB	1	16043736
ENSMUSG00000078509	Pramef17	ENSG00000279169	PRAMEF13	1	13196188
ENSMUSG00000078509	Pramef17	ENSG00000279804	PRAMEF18	1	13222705
ENSMUSG00000078509	Pramef17	ENSG00000270601	PRAMEF5	1	13254212
ENSMUSG00000078509	Pramef17	ENSG00000182330	PRAMEF8	1	13281035
ENSMUSG00000078509	Pramef17	ENSG00000237700	PRAMEF33	1	13303539
ENSMUSG00000078509	Pramef17	ENSG00000204501	PRAMEF15	1	13315581
ENSMUSG00000078509	Pramef17	ENSG00000204481	PRAMEF14	1	13341892
ENSMUSG00000078509	Pramef17	ENSG00000204480	PRAMEF19	1	13369067
ENSMUSG00000078509	Pramef17	ENSG00000204479	PRAMEF17	1	13389632
ENSMUSG00000078509	Pramef17	ENSG00000204478	PRAMEF20	1	13410450
ENSMUSG00000040690	Col16a1	ENSG00000084636	COL16A1	1	31652263
ENSMUSG00000037600	Kdf1	ENSG00000175707	KDF1	1	26949562
ENSMUSG00000028884	Rpa2	ENSG00000117748	RPA2	1	27891524
ENSMUSG00000078510	Gm13101	ENSG00000279169	PRAMEF13	1	13196188
ENSMUSG00000078510	Gm13101	ENSG00000279804	PRAMEF18	1	13222705
ENSMUSG00000078510	Gm13101	ENSG00000270601	PRAMEF5	1	13254212
ENSMUSG00000078510	Gm13101	ENSG00000182330	PRAMEF8	1	13281035
ENSMUSG00000078510	Gm13101	ENSG00000237700	PRAMEF33	1	13303539
ENSMUSG00000078510	Gm13101	ENSG00000204501	PRAMEF15	1	13315581
ENSMUSG00000078510	Gm13101	ENSG00000204481	PRAMEF14	1	13341892
ENSMUSG00000078510	Gm13101	ENSG00000204480	PRAMEF19	1	13369067
ENSMUSG00000078510	Gm13101	ENSG00000204479	PRAMEF17	1	13389632
ENSMUSG00000078510	Gm13101	ENSG00000204478	PRAMEF20	1	13410450
ENSMUSG00000088483	Gm23642	ENSG00000222784	RN7SKP91	1	30843823
ENSMUSG00000037731	Themis2	ENSG00000130775	THEMIS2	1	27872543
ENSMUSG00000028857	Tmem222	ENSG00000186501	TMEM222	1	27322145
ENSMUSG00000028851	Nudc	ENSG00000090273	NUDC	1	26900238
ENSMUSG00000070683	Lactbl1	ENSG00000215906	LACTBL1	1	22953043
ENSMUSG00000006218	Fam131c	ENSG00000185519	FAM131C	1	16057769
ENSMUSG00000037028	Gm12800	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000037028	Gm12800	ENSG00000279169	PRAMEF13	1	13196188
ENSMUSG00000037028	Gm12800	ENSG00000279804	PRAMEF18	1	13222705
ENSMUSG00000037028	Gm12800	ENSG00000270601	PRAMEF5	1	13254212
ENSMUSG00000037028	Gm12800	ENSG00000182330	PRAMEF8	1	13281035
ENSMUSG00000037028	Gm12800	ENSG00000237700	PRAMEF33	1	13303539
ENSMUSG00000037028	Gm12800	ENSG00000204501	PRAMEF15	1	13315581
ENSMUSG00000037028	Gm12800	ENSG00000204481	PRAMEF14	1	13341892
ENSMUSG00000037028	Gm12800	ENSG00000204480	PRAMEF19	1	13369067
ENSMUSG00000037028	Gm12800	ENSG00000204479	PRAMEF17	1	13389632
ENSMUSG00000037028	Gm12800	ENSG00000204478	PRAMEF20	1	13410450
ENSMUSG00000037306	Man1c1	ENSG00000117643	MAN1C1	1	25617468
ENSMUSG00000053841	Txlna	ENSG00000084652	TXLNA	1	32179675
ENSMUSG00000040606	Kazn	ENSG00000189337	KAZN	1	13892792
ENSMUSG00000036940	Kdm1a	ENSG00000004487	KDM1A	1	23019443
ENSMUSG00000088151	Gm26347	ENSG00000253085		1	13696070
ENSMUSG00000028893	Sesn2	ENSG00000130766	SESN2	1	28259518
ENSMUSG00000041161	Otud3	ENSG00000169914	OTUD3	1	19882395
ENSMUSG00000028800	Hdac1	ENSG00000116478	HDAC1	1	32292083
ENSMUSG00000009863	Sdhb	ENSG00000117118	SDHB	1	17018722
ENSMUSG00000070686	C87414	ENSG00000279169	PRAMEF13	1	13196188
ENSMUSG00000070686	C87414	ENSG00000279804	PRAMEF18	1	13222705
ENSMUSG00000070686	C87414	ENSG00000270601	PRAMEF5	1	13254212
ENSMUSG00000070686	C87414	ENSG00000182330	PRAMEF8	1	13281035
ENSMUSG00000070686	C87414	ENSG00000237700	PRAMEF33	1	13303539
ENSMUSG00000070686	C87414	ENSG00000204501	PRAMEF15	1	13315581
ENSMUSG00000070686	C87414	ENSG00000204481	PRAMEF14	1	13341892
ENSMUSG00000070686	C87414	ENSG00000204480	PRAMEF19	1	13369067
ENSMUSG00000070686	C87414	ENSG00000204479	PRAMEF17	1	13389632
ENSMUSG00000070686	C87414	ENSG00000204478	PRAMEF20	1	13410450
ENSMUSG00000041025	Iffo2	ENSG00000169991	IFFO2	1	18904280
ENSMUSG00000070890	Gm12794	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000070890	Gm12794	ENSG00000279169	PRAMEF13	1	13196188
ENSMUSG00000070890	Gm12794	ENSG00000279804	PRAMEF18	1	13222705
ENSMUSG00000070890	Gm12794	ENSG00000270601	PRAMEF5	1	13254212
ENSMUSG00000070890	Gm12794	ENSG00000182330	PRAMEF8	1	13281035
ENSMUSG00000070890	Gm12794	ENSG00000237700	PRAMEF33	1	13303539
ENSMUSG00000070890	Gm12794	ENSG00000204501	PRAMEF15	1	13315581
ENSMUSG00000070890	Gm12794	ENSG00000204481	PRAMEF14	1	13341892
ENSMUSG00000070890	Gm12794	ENSG00000204480	PRAMEF19	1	13369067
ENSMUSG00000070890	Gm12794	ENSG00000204479	PRAMEF17	1	13389632
ENSMUSG00000070890	Gm12794	ENSG00000204478	PRAMEF20	1	13410450
ENSMUSG00000070691	Runx3	ENSG00000020633	RUNX3	1	24899511
ENSMUSG00000040928	S100pbp	ENSG00000116497	S100PBP	1	32816767
ENSMUSG00000065074	Gm24535	ENSG00000201919	RNU6-1022P	1	21987816
ENSMUSG00000065074	Gm24535	ENSG00000201273	RNU6-776P	1	22010985
ENSMUSG00000007872	Id3	ENSG00000117318	ID3	1	23557926
ENSMUSG00000037692	Ahdc1	ENSG00000126705	AHDC1	1	27534035
ENSMUSG00000043257	Pigv	ENSG00000060642	PIGV	1	26787054
ENSMUSG00000043621	Ubxn10	ENSG00000162543	UBXN10	1	20186096
ENSMUSG00000028766	Alpl	ENSG00000162551	ALPL	1	21509397
ENSMUSG00000096066	Gm10424	ENSG00000279169	PRAMEF13	1	13196188
ENSMUSG00000096066	Gm10424	ENSG00000279804	PRAMEF18	1	13222705
ENSMUSG00000096066	Gm10424	ENSG00000270601	PRAMEF5	1	13254212
ENSMUSG00000096066	Gm10424	ENSG00000182330	PRAMEF8	1	13281035
ENSMUSG00000096066	Gm10424	ENSG00000237700	PRAMEF33	1	13303539
ENSMUSG00000096066	Gm10424	ENSG00000204501	PRAMEF15	1	13315581
ENSMUSG00000096066	Gm10424	ENSG00000204481	PRAMEF14	1	13341892
ENSMUSG00000096066	Gm10424	ENSG00000204480	PRAMEF19	1	13369067
ENSMUSG00000096066	Gm10424	ENSG00000204479	PRAMEF17	1	13389632
ENSMUSG00000096066	Gm10424	ENSG00000204478	PRAMEF20	1	13410450
ENSMUSG00000028865	Cd164l2	ENSG00000174950	CD164L2	1	27379176
ENSMUSG00000006216	Clcnkb	ENSG00000186510	CLCNKA	1	16018875
ENSMUSG00000006216	Clcnkb	ENSG00000184908	CLCNKB	1	16043736
ENSMUSG00000028668	Tceb3	ENSG00000011007	ELOA	1	23743155
ENSMUSG00000028750	Pla2g2c	ENSG00000187980	PLA2G2C	1	20161253
ENSMUSG00000028825	Rhd	ENSG00000187010	RHD	1	25272393
ENSMUSG00000028825	Rhd	ENSG00000188672	RHCE	1	25362249
ENSMUSG00000094560	Gm16522	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000094560	Gm16522	ENSG00000279169	PRAMEF13	1	13196188
ENSMUSG00000094560	Gm16522	ENSG00000279804	PRAMEF18	1	13222705
ENSMUSG00000094560	Gm16522	ENSG00000270601	PRAMEF5	1	13254212
ENSMUSG00000094560	Gm16522	ENSG00000182330	PRAMEF8	1	13281035
ENSMUSG00000094560	Gm16522	ENSG00000237700	PRAMEF33	1	13303539
ENSMUSG00000094560	Gm16522	ENSG00000204501	PRAMEF15	1	13315581
ENSMUSG00000094560	Gm16522	ENSG00000204481	PRAMEF14	1	13341892
ENSMUSG00000094560	Gm16522	ENSG00000204480	PRAMEF19	1	13369067
ENSMUSG00000094560	Gm16522	ENSG00000204479	PRAMEF17	1	13389632
ENSMUSG00000094560	Gm16522	ENSG00000204478	PRAMEF20	1	13410450
ENSMUSG00000041000	Trim62	ENSG00000116525	TRIM62	1	33145399
ENSMUSG00000028743	Akr7a5	ENSG00000211454	AKR7L	1	19265982
ENSMUSG00000028898	Trnau1ap	ENSG00000180098	TRNAU1AP	1	28553085
ENSMUSG00000028583	Pdpn	ENSG00000162493	PDPN	1	13583465
ENSMUSG00000046862	Pramef8	ENSG00000279169	PRAMEF13	1	13196188
ENSMUSG00000046862	Pramef8	ENSG00000279804	PRAMEF18	1	13222705
ENSMUSG00000046862	Pramef8	ENSG00000270601	PRAMEF5	1	13254212
ENSMUSG00000046862	Pramef8	ENSG00000182330	PRAMEF8	1	13281035
ENSMUSG00000046862	Pramef8	ENSG00000237700	PRAMEF33	1	13303539
ENSMUSG00000046862	Pramef8	ENSG00000204501	PRAMEF15	1	13315581
ENSMUSG00000046862	Pramef8	ENSG00000204481	PRAMEF14	1	13341892
ENSMUSG00000046862	Pramef8	ENSG00000204480	PRAMEF19	1	13369067
ENSMUSG00000046862	Pramef8	ENSG00000204479	PRAMEF17	1	13389632
ENSMUSG00000046862	Pramef8	ENSG00000204478	PRAMEF20	1	13410450
ENSMUSG00000035201	B020004J07Rik	ENSG00000279169	PRAMEF13	1	13196188
ENSMUSG00000035201	B020004J07Rik	ENSG00000279804	PRAMEF18	1	13222705
ENSMUSG00000035201	B020004J07Rik	ENSG00000270601	PRAMEF5	1	13254212
ENSMUSG00000035201	B020004J07Rik	ENSG00000182330	PRAMEF8	1	13281035
ENSMUSG00000035201	B020004J07Rik	ENSG00000237700	PRAMEF33	1	13303539
ENSMUSG00000035201	B020004J07Rik	ENSG00000204501	PRAMEF15	1	13315581
ENSMUSG00000035201	B020004J07Rik	ENSG00000204481	PRAMEF14	1	13341892
ENSMUSG00000035201	B020004J07Rik	ENSG00000204480	PRAMEF19	1	13369067
ENSMUSG00000035201	B020004J07Rik	ENSG00000204479	PRAMEF17	1	13389632
ENSMUSG00000035201	B020004J07Rik	ENSG00000204478	PRAMEF20	1	13410450
ENSMUSG00000050890	Pdik1l	ENSG00000175087	PDIK1L	1	26111165
ENSMUSG00000028906	Epb4.1	ENSG00000159023	EPB41	1	28887091
ENSMUSG00000070616	Gm13040	ENSG00000279169	PRAMEF13	1	13196188
ENSMUSG00000070616	Gm13040	ENSG00000279804	PRAMEF18	1	13222705
ENSMUSG00000070616	Gm13040	ENSG00000270601	PRAMEF5	1	13254212
ENSMUSG00000070616	Gm13040	ENSG00000182330	PRAMEF8	1	13281035
ENSMUSG00000070616	Gm13040	ENSG00000237700	PRAMEF33	1	13303539
ENSMUSG00000070616	Gm13040	ENSG00000204501	PRAMEF15	1	13315581
ENSMUSG00000070616	Gm13040	ENSG00000204481	PRAMEF14	1	13341892
ENSMUSG00000070616	Gm13040	ENSG00000204480	PRAMEF19	1	13369067
ENSMUSG00000070616	Gm13040	ENSG00000204479	PRAMEF17	1	13389632
ENSMUSG00000070616	Gm13040	ENSG00000204478	PRAMEF20	1	13410450
ENSMUSG00000057236	Rbbp4	ENSG00000162521	RBBP4	1	32651142
ENSMUSG00000040761	Spen	ENSG00000065526	SPEN	1	15836095
ENSMUSG00000070637	Gm694	ENSG00000183888	SRARP	1	16004236
ENSMUSG00000041805	Pramel1	ENSG00000279169	PRAMEF13	1	13196188
ENSMUSG00000041805	Pramel1	ENSG00000279804	PRAMEF18	1	13222705
ENSMUSG00000041805	Pramel1	ENSG00000270601	PRAMEF5	1	13254212
ENSMUSG00000041805	Pramel1	ENSG00000182330	PRAMEF8	1	13281035
ENSMUSG00000041805	Pramel1	ENSG00000237700	PRAMEF33	1	13303539
ENSMUSG00000041805	Pramel1	ENSG00000204501	PRAMEF15	1	13315581
ENSMUSG00000041805	Pramel1	ENSG00000204481	PRAMEF14	1	13341892
ENSMUSG00000041805	Pramel1	ENSG00000204480	PRAMEF19	1	13369067
ENSMUSG00000041805	Pramel1	ENSG00000204479	PRAMEF17	1	13389632
ENSMUSG00000041805	Pramel1	ENSG00000204478	PRAMEF20	1	13410450
ENSMUSG00000046262	C87977	ENSG00000279169	PRAMEF13	1	13196188
ENSMUSG00000046262	C87977	ENSG00000279804	PRAMEF18	1	13222705
ENSMUSG00000046262	C87977	ENSG00000270601	PRAMEF5	1	13254212
ENSMUSG00000046262	C87977	ENSG00000182330	PRAMEF8	1	13281035
ENSMUSG00000046262	C87977	ENSG00000237700	PRAMEF33	1	13303539
ENSMUSG00000046262	C87977	ENSG00000204501	PRAMEF15	1	13315581
ENSMUSG00000046262	C87977	ENSG00000204481	PRAMEF14	1	13341892
ENSMUSG00000046262	C87977	ENSG00000204480	PRAMEF19	1	13369067
ENSMUSG00000046262	C87977	ENSG00000204479	PRAMEF17	1	13389632
ENSMUSG00000046262	C87977	ENSG00000204478	PRAMEF20	1	13410450
ENSMUSG00000028923	Necap2	ENSG00000157191	NECAP2	1	16440721
ENSMUSG00000070617	Gm13089	ENSG00000279169	PRAMEF13	1	13196188
ENSMUSG00000070617	Gm13089	ENSG00000279804	PRAMEF18	1	13222705
ENSMUSG00000070617	Gm13089	ENSG00000270601	PRAMEF5	1	13254212
ENSMUSG00000070617	Gm13089	ENSG00000182330	PRAMEF8	1	13281035
ENSMUSG00000070617	Gm13089	ENSG00000237700	PRAMEF33	1	13303539
ENSMUSG00000070617	Gm13089	ENSG00000204501	PRAMEF15	1	13315581
ENSMUSG00000070617	Gm13089	ENSG00000204481	PRAMEF14	1	13341892
ENSMUSG00000070617	Gm13089	ENSG00000204480	PRAMEF19	1	13369067
ENSMUSG00000070617	Gm13089	ENSG00000204479	PRAMEF17	1	13389632
ENSMUSG00000070617	Gm13089	ENSG00000204478	PRAMEF20	1	13410450
ENSMUSG00000028901	Gmeb1	ENSG00000162419	GMEB1	1	28668732
ENSMUSG00000028670	Lypla2	ENSG00000011009	LYPLA2	1	23791145
ENSMUSG00000072813	E330014E10Rik	ENSG00000279169	PRAMEF13	1	13196188
ENSMUSG00000072813	E330014E10Rik	ENSG00000279804	PRAMEF18	1	13222705
ENSMUSG00000072813	E330014E10Rik	ENSG00000270601	PRAMEF5	1	13254212
ENSMUSG00000072813	E330014E10Rik	ENSG00000182330	PRAMEF8	1	13281035
ENSMUSG00000072813	E330014E10Rik	ENSG00000237700	PRAMEF33	1	13303539
ENSMUSG00000072813	E330014E10Rik	ENSG00000204501	PRAMEF15	1	13315581
ENSMUSG00000072813	E330014E10Rik	ENSG00000204481	PRAMEF14	1	13341892
ENSMUSG00000072813	E330014E10Rik	ENSG00000204480	PRAMEF19	1	13369067
ENSMUSG00000072813	E330014E10Rik	ENSG00000204479	PRAMEF17	1	13389632
ENSMUSG00000072813	E330014E10Rik	ENSG00000204478	PRAMEF20	1	13410450
ENSMUSG00000045004	Spata21	ENSG00000187144	SPATA21	1	16387117
ENSMUSG00000028669	Pithd1	ENSG00000057757	PITHD1	1	23778418
ENSMUSG00000028790	Khdrbs1	ENSG00000121774	KHDRBS1	1	32013868
ENSMUSG00000059713	Rcan3	ENSG00000117602	RCAN3	1	24502351
ENSMUSG00000028899	Taf12	ENSG00000120656	TAF12	1	28589323
ENSMUSG00000040859	Bsdc1	ENSG00000160058	BSDC1	1	32364633
ENSMUSG00000028874	Fgr	ENSG00000000938	FGR	1	27612064
ENSMUSG00000025330	Padi4	ENSG00000159339	PADI4	1	17308195
ENSMUSG00000080425	Gm24833	ENSG00000221216	RNU6ATAC27P	1	28481362
ENSMUSG00000040935	Padi6	ENSG00000276747	PADI6	1	17372196
ENSMUSG00000078625	Gm12789	ENSG00000279169	PRAMEF13	1	13196188
ENSMUSG00000078625	Gm12789	ENSG00000279804	PRAMEF18	1	13222705
ENSMUSG00000078625	Gm12789	ENSG00000270601	PRAMEF5	1	13254212
ENSMUSG00000078625	Gm12789	ENSG00000182330	PRAMEF8	1	13281035
ENSMUSG00000078625	Gm12789	ENSG00000237700	PRAMEF33	1	13303539
ENSMUSG00000078625	Gm12789	ENSG00000204501	PRAMEF15	1	13315581
ENSMUSG00000078625	Gm12789	ENSG00000204481	PRAMEF14	1	13341892
ENSMUSG00000078625	Gm12789	ENSG00000204480	PRAMEF19	1	13369067
ENSMUSG00000078625	Gm12789	ENSG00000204479	PRAMEF17	1	13389632
ENSMUSG00000078625	Gm12789	ENSG00000204478	PRAMEF20	1	13410450
ENSMUSG00000078515	Ddi2	ENSG00000215695	RSC1A1	1	15659869
ENSMUSG00000050810	Oog3	ENSG00000279169	PRAMEF13	1	13196188
ENSMUSG00000050810	Oog3	ENSG00000279804	PRAMEF18	1	13222705
ENSMUSG00000050810	Oog3	ENSG00000270601	PRAMEF5	1	13254212
ENSMUSG00000050810	Oog3	ENSG00000182330	PRAMEF8	1	13281035
ENSMUSG00000050810	Oog3	ENSG00000237700	PRAMEF33	1	13303539
ENSMUSG00000050810	Oog3	ENSG00000204501	PRAMEF15	1	13315581
ENSMUSG00000050810	Oog3	ENSG00000204481	PRAMEF14	1	13341892
ENSMUSG00000050810	Oog3	ENSG00000204480	PRAMEF19	1	13369067
ENSMUSG00000050810	Oog3	ENSG00000204479	PRAMEF17	1	13389632
ENSMUSG00000050810	Oog3	ENSG00000204478	PRAMEF20	1	13410450
ENSMUSG00000043924	Ncmap	ENSG00000184454	NCMAP	1	24556087
ENSMUSG00000078235	Fam43b	ENSG00000183114	FAM43B	1	20552573
ENSMUSG00000041143	Tmco4	ENSG00000162542	TMCO4	1	19682213
ENSMUSG00000028840	Zfp593	ENSG00000142684	ZNF593	1	26169908
ENSMUSG00000046694	Fam46b	ENSG00000158246	TENT5B	1	27005020
ENSMUSG00000028838	Extl1	ENSG00000158008	EXTL1	1	26019884
ENSMUSG00000037266	Rsrp1	ENSG00000117616	RSRP1	1	25242249
ENSMUSG00000107392	NA	ENSG00000279169	PRAMEF13	1	13196188
ENSMUSG00000107392	NA	ENSG00000279804	PRAMEF18	1	13222705
ENSMUSG00000107392	NA	ENSG00000270601	PRAMEF5	1	13254212
ENSMUSG00000107392	NA	ENSG00000182330	PRAMEF8	1	13281035
ENSMUSG00000107392	NA	ENSG00000237700	PRAMEF33	1	13303539
ENSMUSG00000107392	NA	ENSG00000204501	PRAMEF15	1	13315581
ENSMUSG00000107392	NA	ENSG00000204481	PRAMEF14	1	13341892
ENSMUSG00000107392	NA	ENSG00000204480	PRAMEF19	1	13369067
ENSMUSG00000107392	NA	ENSG00000204479	PRAMEF17	1	13389632
ENSMUSG00000107392	NA	ENSG00000204478	PRAMEF20	1	13410450
ENSMUSG00000028749	Pla2g2f	ENSG00000158786	PLA2G2F	1	20139323
ENSMUSG00000037157	Il22ra1	ENSG00000142677	IL22RA1	1	24119771
ENSMUSG00000040533	Matn1	ENSG00000162510	MATN1	1	30711277
ENSMUSG00000054405	Dnajc8	ENSG00000126698	DNAJC8	1	28199456
ENSMUSG00000096139	Gm7978	ENSG00000279169	PRAMEF13	1	13196188
ENSMUSG00000096139	Gm7978	ENSG00000279804	PRAMEF18	1	13222705
ENSMUSG00000096139	Gm7978	ENSG00000270601	PRAMEF5	1	13254212
ENSMUSG00000096139	Gm7978	ENSG00000182330	PRAMEF8	1	13281035
ENSMUSG00000096139	Gm7978	ENSG00000237700	PRAMEF33	1	13303539
ENSMUSG00000096139	Gm7978	ENSG00000204501	PRAMEF15	1	13315581
ENSMUSG00000096139	Gm7978	ENSG00000204481	PRAMEF14	1	13341892
ENSMUSG00000096139	Gm7978	ENSG00000204480	PRAMEF19	1	13369067
ENSMUSG00000096139	Gm7978	ENSG00000204479	PRAMEF17	1	13389632
ENSMUSG00000096139	Gm7978	ENSG00000204478	PRAMEF20	1	13410450
ENSMUSG00000050105	Grrp1	ENSG00000197245	FAM110D	1	26159079
ENSMUSG00000028782	Bai2	ENSG00000121753	ADGRB2	1	31727117
ENSMUSG00000062157	Ifnlr1	ENSG00000185436	IFNLR1	1	24154168
ENSMUSG00000065678	Gm24261	ENSG00000206888	RNU6-48P	1	27325219
ENSMUSG00000078513	Gm13088	ENSG00000279169	PRAMEF13	1	13196188
ENSMUSG00000078513	Gm13088	ENSG00000279804	PRAMEF18	1	13222705
ENSMUSG00000078513	Gm13088	ENSG00000270601	PRAMEF5	1	13254212
ENSMUSG00000078513	Gm13088	ENSG00000182330	PRAMEF8	1	13281035
ENSMUSG00000078513	Gm13088	ENSG00000237700	PRAMEF33	1	13303539
ENSMUSG00000078513	Gm13088	ENSG00000204501	PRAMEF15	1	13315581
ENSMUSG00000078513	Gm13088	ENSG00000204481	PRAMEF14	1	13341892
ENSMUSG00000078513	Gm13088	ENSG00000204480	PRAMEF19	1	13369067
ENSMUSG00000078513	Gm13088	ENSG00000204479	PRAMEF17	1	13389632
ENSMUSG00000078513	Gm13088	ENSG00000204478	PRAMEF20	1	13410450
ENSMUSG00000079424	Gm3259	ENSG00000279169	PRAMEF13	1	13196188
ENSMUSG00000079424	Gm3259	ENSG00000279804	PRAMEF18	1	13222705
ENSMUSG00000079424	Gm3259	ENSG00000270601	PRAMEF5	1	13254212
ENSMUSG00000079424	Gm3259	ENSG00000182330	PRAMEF8	1	13281035
ENSMUSG00000079424	Gm3259	ENSG00000237700	PRAMEF33	1	13303539
ENSMUSG00000079424	Gm3259	ENSG00000204501	PRAMEF15	1	13315581
ENSMUSG00000079424	Gm3259	ENSG00000204481	PRAMEF14	1	13341892
ENSMUSG00000079424	Gm3259	ENSG00000204480	PRAMEF19	1	13369067
ENSMUSG00000079424	Gm3259	ENSG00000204479	PRAMEF17	1	13389632
ENSMUSG00000079424	Gm3259	ENSG00000204478	PRAMEF20	1	13410450
ENSMUSG00000028841	Cnksr1	ENSG00000142675	CNKSR1	1	26177484
ENSMUSG00000028736	Pax7	ENSG00000009709	PAX7	1	18630846
ENSMUSG00000096576	Oog1	ENSG00000279169	PRAMEF13	1	13196188
ENSMUSG00000096576	Oog1	ENSG00000279804	PRAMEF18	1	13222705
ENSMUSG00000096576	Oog1	ENSG00000270601	PRAMEF5	1	13254212
ENSMUSG00000096576	Oog1	ENSG00000182330	PRAMEF8	1	13281035
ENSMUSG00000096576	Oog1	ENSG00000237700	PRAMEF33	1	13303539
ENSMUSG00000096576	Oog1	ENSG00000204501	PRAMEF15	1	13315581
ENSMUSG00000096576	Oog1	ENSG00000204481	PRAMEF14	1	13341892
ENSMUSG00000096576	Oog1	ENSG00000204480	PRAMEF19	1	13369067
ENSMUSG00000096576	Oog1	ENSG00000204479	PRAMEF17	1	13389632
ENSMUSG00000096576	Oog1	ENSG00000204478	PRAMEF20	1	13410450
ENSMUSG00000043411	Usp48	ENSG00000090686	USP48	1	21678298
ENSMUSG00000074088	Snrnp40	ENSG00000060688	SNRNP40	1	31259568
ENSMUSG00000025838	Pramel6	ENSG00000204505	PRAMEF9	1	13172455
ENSMUSG00000025838	Pramel6	ENSG00000279169	PRAMEF13	1	13196188
ENSMUSG00000025838	Pramel6	ENSG00000279804	PRAMEF18	1	13222705
ENSMUSG00000025838	Pramel6	ENSG00000270601	PRAMEF5	1	13254212
ENSMUSG00000025838	Pramel6	ENSG00000182330	PRAMEF8	1	13281035
ENSMUSG00000025838	Pramel6	ENSG00000237700	PRAMEF33	1	13303539
ENSMUSG00000025838	Pramel6	ENSG00000204501	PRAMEF15	1	13315581
ENSMUSG00000025838	Pramel6	ENSG00000204481	PRAMEF14	1	13341892
ENSMUSG00000025838	Pramel6	ENSG00000204480	PRAMEF19	1	13369067
ENSMUSG00000025838	Pramel6	ENSG00000204479	PRAMEF17	1	13389632
ENSMUSG00000025838	Pramel6	ENSG00000204478	PRAMEF20	1	13410450
